Instances,Source,feature_D,feature_C,feature_fsr,feature_po_n,feature_upo_n,feature_cpo_upo_n,feature_GD_cpo_upo,feature_cover_cpo_upo,feature_uhv,feature_hv,feature_hv_uhv_n,feature_corr_obj,feature_corr_cobj_min,feature_corr_cobj_max,feature_corr_cf,feature_piz_ob_min,feature_piz_ob_max,feature_piz_f,feature_ps_dist_max,feature_ps_dist_mean,feature_ps_dist_iqr_mean,feature_pf_dist_max,feature_pf_dist_mean,feature_pf_dist_iqr_mean,feature_dist_c_corr,feature_mean_f,feature_std_f,feature_max_f,feature_skew_f,feature_kurt_f,feature_kurt_avg,feature_kurt_min,feature_kurt_max,feature_kurt_rnge,feature_skew_avg,feature_skew_min,feature_skew_max,feature_skew_rnge,feature_min_cv,feature_skew_cv,feature_kurt_cv,feature_f_mdl_r2,feature_f_range_coeff,feature_pop_cv_mdl_r2,feature_pop_cv_range_coeff,feature_sup_avg_rws,feature_inf_avg_rws,feature_inc_avg_rws,feature_lnd_avg_rws,feature_dist_x_avg_rws,feature_dist_f_avg_rws,feature_dist_c_avg_rws,feature_dist_f_c_avg_rws,feature_dist_f_dist_x_avg_rws,feature_dist_c_dist_x_avg_rws,feature_dist_f_c_dist_x_avg_rws,feature_nhv_avg_rws,feature_nuhv_avg_rws,feature_nfronts_avg_rws,feature_ncv_avg_rws,feature_nncv_avg_rws,feature_bncv_avg_rws,feature_bhv_avg_rws,feature_sup_r1_rws,feature_inf_r1_rws,feature_inc_r1_rws,feature_lnd_r1_rws,feature_dist_x_r1_rws,feature_dist_f_r1_rws,feature_dist_c_r1_rws,feature_dist_f_c_r1_rws,feature_dist_f_dist_x_r1_rws,feature_dist_c_dist_x_r1_rws,feature_dist_f_c_dist_x_r1_rws,feature_nhv_r1_rws,feature_nuhv_r1_rws,feature_nfronts_r1_rws,feature_ncv_r1_rws,feature_nncv_r1_rws,feature_bncv_r1_rws,feature_bhv_r1_rws,feature_rfbx_rws
DASCMOP1_1,DASCMOP1,2,11,0.0004,0.000516667,0.1671,0.003099795,0.358830839,0,0.623403763,0.191256969,0.308088262,-0.824876964,-0.221759147,0.116146522,-0.096113917,0.003616667,0.005933333,0.027466667,0.001628759,0.00081438,0.001628759,0.002981317,0.001490658,0.002981317,0.146991798,9.369416667,8.546260638,40.1,1.127737767,3.581360881,4.189804052,3.034825132,5.344782972,2.30995784,0.122176229,-0.370159687,0.614512145,0.984671832,0.19512988,0.604608858,1.924156217,0.823464417,99.1869323,0.050712244,0.125630208,0.467395833,0.532583333,2.08E-05,0.221270833,0.064855381,0.085329958,0.164636209,0.201876935,1.319920464,2.838903762,3.387373363,5.83E-05,0.419570004,4.99975,0.740232737,0.73079207,0.560658797,0.368559351,-0.061321002,-0.061315758,-8.38E-05,-0.031094217,0.011132404,-0.003874012,0.017372073,0.01948567,-0.019431102,-0.001656337,0.002658944,0.052624094,0.164466371,-8.40E-05,-0.039427854,0.007982753,0.125533801,0.256353215,0.000583333
DASCMOP1_2,DASCMOP1,2,11,0.000416667,0.000516667,0.1671,0.003099795,0.352464723,0,0.623403763,0.19973838,0.321696137,-0.824876964,-0.152792109,0.052095398,-0.1032711,0.003608333,0.019841667,0.030933333,0.001628759,0.00081438,0.001628759,0.002981317,0.001490658,0.002981317,0.102319574,9.369416667,8.546260638,40.1,1.127737767,3.581360881,4.189804052,3.034825132,5.344782972,2.30995784,0.122176229,-0.370159687,0.614512145,0.984671832,0.199423665,0.719732709,2.11365293,0.823464417,99.1869323,0.032326818,0.079530173,0.486229167,0.513770833,0,0.212145833,0.064855381,0.085329958,0.177982723,0.217845306,1.319920464,3.166342199,3.75065119,7.05E-05,0.419570004,5,0.718834382,0.716330616,0.546794437,0.367830371,-0.043579571,-0.043579571,0,-0.024826015,0.011132404,-0.003874012,-0.010670187,-0.01045276,-0.019431102,-0.004819726,-0.005360531,0.052164229,0.164466371,0,-0.008739056,0.046629684,0.194476244,0.271146463,0.000666667
DASCMOP1_3,DASCMOP1,2,11,0.0003,0.000516667,0.1671,0.003095309,0.359641515,8.66E-05,0.623403763,0.190465213,0.306560707,-0.824876964,-0.11829075,0.0106479,-0.111519283,0.002408333,0.011441667,0.01915,0.00199159,0.000995795,0.00199159,0.004040684,0.002020342,0.004040684,0.122133696,9.369416667,8.546260638,40.1,1.127737767,3.581360881,4.189804052,3.034825132,5.344782972,2.30995784,0.122176229,-0.370159687,0.614512145,0.984671832,0.186537639,0.733104414,2.114784732,0.823464417,99.1869323,0.025291001,0.116315111,0.486666667,0.513333333,0,0.211520833,0.064855381,0.085329958,0.181735049,0.222358507,1.319920464,3.266954197,3.867491573,6.08E-05,0.419570004,4.999833333,0.718914349,0.715208417,0.544351108,0.367761795,-0.035100131,-0.035100131,0,0.003511392,0.011132404,-0.003874012,-0.007224156,0.001560093,-0.019431102,-0.00869825,-0.003943236,0.021436152,0.164466371,-0.000167502,-0.018230285,0.008039999,0.18190468,0.249918672,0.0005
DASCMOP1_4,DASCMOP1,2,11,0.0004,0.000566667,0.1671,0.003384571,0.340936579,0,0.623403763,0.19542449,0.315143013,-0.824876964,-0.111119088,0.015295362,-0.112244943,0.003533333,0.014208333,0.021416667,0.019520373,0.009468383,0.017357519,0.038211429,0.018443131,0.033828732,0.107909891,9.369416667,8.546260638,40.1,1.127737767,3.581360881,4.189804052,3.034825132,5.344782972,2.30995784,0.122176229,-0.370159687,0.614512145,0.984671832,0.194415196,0.739504574,2.137528506,0.823464417,99.1869323,0.025657831,0.129488631,0.4899375,0.510020833,4.17E-05,0.208916667,0.064855381,0.085329958,0.183509312,0.224442582,1.319920464,3.299712341,3.907028203,5.75E-05,0.419570004,4.999583333,0.716995423,0.713186462,0.542204223,0.367364785,-0.005935307,-0.005815283,-0.000167502,0.00155119,0.011132404,-0.003874012,0.009254613,0.018702583,-0.019431102,0.002418255,0.00428176,0.039369367,0.164466371,0.016498327,0.008658643,0.036924512,0.212659444,0.255105366,0.000666667
DASCMOP1_5,DASCMOP1,2,11,0.000466667,0.0006,0.1671,0.003600698,0.346049005,0,0.623403763,0.186842746,0.301524511,-0.824876964,-0.105749569,0.011188944,-0.117687612,0.003208333,0.01425,0.020433333,0.020850787,0.00997854,0.0180145,0.040536356,0.019342709,0.034937277,0.125901265,9.369416667,8.546260638,40.1,1.127737767,3.581360881,4.189804052,3.034825132,5.344782972,2.30995784,0.122176229,-0.370159687,0.614512145,0.984671832,0.188498516,0.750605552,2.176361059,0.823464417,99.1869323,0.027961945,0.164403238,0.491041667,0.508916667,4.17E-05,0.20925,0.064855381,0.085329958,0.182702046,0.223772766,1.319920464,3.294617757,3.904413498,7.55E-05,0.419570004,4.999666667,0.713546396,0.711181947,0.541960496,0.367424802,-0.005499179,-0.005533505,-0.000167502,-0.002032565,0.011132404,-0.003874012,0.001421034,-0.004618078,-0.019431102,0.010507135,0.008308219,0.073061614,0.164466371,-0.000251253,0.008877481,0.049924865,0.214450683,0.263663423,0.000583333
DASCMOP1_6,DASCMOP1,2,11,0.001933333,0.0009,0.1671,0.005436432,0.183391043,0.00050506,0.623403763,0.28019421,0.45003285,-0.824876964,-0.151496082,0.149587218,0.044385706,0.017325,0.0725,0.1698,0.218606546,0.101603856,0.174678594,0.212416133,0.096255021,0.16162544,0.072549784,9.369416667,8.546260638,40.1,1.127737767,3.581360881,4.189804052,3.034825132,5.344782972,2.30995784,0.122176229,-0.370159687,0.614512145,0.984671832,0.003220472,0.496544853,1.594655578,0.823464417,99.1869323,0.024079638,0.641872831,0.480083333,0.5196875,0.000229167,0.218791667,0.064855381,0.085329958,0.255295548,0.284995389,1.319920464,4.415146669,4.846538381,0.001016357,0.419570004,4.998083333,0.435281282,0.426056451,0.142848806,0.371924976,-0.064980303,-0.064120596,0.012823165,-0.028024443,0.011132404,-0.003874012,0.013861643,0.011786623,-0.019431102,0.005790583,0.006657295,0.178806662,0.164466371,0.043687538,-0.057820043,-0.030636707,-0.01135133,0.256260762,0.001833333
DASCMOP1_7,DASCMOP1,2,11,0.00175,0.000966667,0.1671,0.005808139,0.182361757,0.000390503,0.623403763,0.279625438,0.448836807,-0.824876964,-0.050116695,0.064269551,0.030973618,0.0193,0.113166667,0.181083333,0.157633377,0.06829426,0.102800546,0.180185834,0.081392877,0.128549106,0.018026245,9.369416667,8.546260638,40.1,1.127737767,3.581360881,4.189804052,3.034825132,5.344782972,2.30995784,0.122176229,-0.370159687,0.614512145,0.984671832,0.007375322,0.613881399,1.732962307,0.823464417,99.1869323,0.004779375,0.314558017,0.498979167,0.500770833,0.00025,0.20925,0.064855381,0.085329958,0.281398207,0.314017347,1.319920464,5.036659432,5.510440277,0.000754486,0.419570004,4.998416667,0.398176042,0.400162611,0.112097255,0.371420329,-0.034140738,-0.033701111,0.012789993,-0.0143575,0.011132404,-0.003874012,-0.013196523,-0.016766281,-0.019431102,0.007277036,0.006668346,0.181722626,0.164466371,0.04809327,-0.026156319,-0.004645799,-0.012066363,0.280128429,0.002333333
DASCMOP1_8,DASCMOP1,2,11,0.001583333,0.000916667,0.1671,0.005500685,0.166039511,0.000384898,0.623403763,0.285185153,0.458473456,-0.824876964,-0.009963025,0.022371803,0.025627389,0.019158333,0.112975,0.182741667,0.209527817,0.100962697,0.181236396,0.209886357,0.100153557,0.176992501,0.009591765,9.369416667,8.546260638,40.1,1.127737767,3.581360881,4.189804052,3.034825132,5.344782972,2.30995784,0.122176229,-0.370159687,0.614512145,0.984671832,0.005721665,0.61979836,1.739330604,0.823464417,99.1869323,0.001740258,0.197608793,0.496854167,0.503020833,0.000125,0.2083125,0.064855381,0.085329958,0.288442755,0.321840396,1.319920464,5.220472712,5.711191063,0.000910568,0.419570004,4.998833333,0.396494413,0.39735692,0.105578077,0.371046445,-0.031381602,-0.031605421,-0.000335633,-0.003252416,0.011132404,-0.003874012,-0.019021608,-0.014974998,-0.019431102,-0.004786397,-0.001936302,0.156478488,0.164466371,0.049327684,-0.02539508,-0.024449634,-0.021539473,0.264245056,0.001666667
DASCMOP1_9,DASCMOP1,2,11,0.00175,0.001,0.1671,0.005995987,0.156225179,0.000490786,0.623403763,0.288125888,0.463400431,-0.824876964,-0.007499643,0.021734203,0.02254494,0.019983333,0.116225,0.184408333,0.200195648,0.090012057,0.138563313,0.251483582,0.110375642,0.166720282,0.006064193,9.369416667,8.546260638,40.1,1.127737767,3.581360881,4.189804052,3.034825132,5.344782972,2.30995784,0.122176229,-0.370159687,0.614512145,0.984671832,0.006293006,0.635082152,1.754227262,0.823464417,99.1869323,0.001462378,0.179392438,0.500229167,0.499520833,0.00025,0.206020833,0.064855381,0.085329958,0.291852307,0.325614667,1.319920464,5.289313682,5.78715198,0.000862313,0.419570004,4.99825,0.393861775,0.393718303,0.101464238,0.37075688,-0.010906228,-0.01091209,0.029372766,-0.003951453,0.011132404,-0.003874012,-0.001110337,0.003775433,-0.019431102,0.008664419,0.009813145,0.213501872,0.164466371,0.059296585,-0.00894244,-0.004469693,-0.009865649,0.267901491,0.002
DASCMOP2_10,DASCMOP2,2,11,0.005133333,0.0035,0.147983333,0.02368157,0.044443035,0.000697323,0.68970784,0.526502258,0.763175246,-0.618688121,-0.050179485,0.045214779,0.001924969,0.019916667,0.19095,0.187383333,0.44187162,0.16442182,0.182885066,0.434965066,0.151122165,0.167727429,0.02834378,11.63956667,10.91215177,51.4,1.15964025,3.679486119,7.884235412,5.181089889,10.58738093,5.406291046,0.660253834,-0.266609368,1.587117036,1.853726404,0,0.635677312,1.722759507,0.82761566,129.2727411,0.00450007,0.185072156,0.490375,0.509395833,0.000229167,0.211645833,0.064855381,0.05310174,0.306788941,0.32524531,0.809385938,5.550020806,5.818362281,0.008065048,0.465886822,4.997416667,0.355994603,0.357823203,0.055066611,0.425198157,0.003900802,0.004096155,-0.000586675,0.003479614,0.011132404,0.049082744,-0.003351782,-0.007192744,0.071685475,0.012012905,0.009828448,0.057364587,0.163498817,0.006475007,0.001660235,0.005869291,0.017924901,0.164941145,0.006166667
DASCMOP2_11,DASCMOP2,2,11,0,0.0005,0.147983333,0.003394722,0.477624945,0,0.68970784,0.224566642,0.324008226,-0.618688121,-0.46676577,0.047209879,-0.363664618,0.000158333,0.0004,0.000366667,0,0,0,0,0,0,0.423613622,11.63956667,10.91215177,51.4,1.15964025,3.679486119,7.884235412,5.181089889,10.58738093,5.406291046,0.660253834,-0.266609368,1.587117036,1.853726404,0.67423517,-0.188901644,4.985712133,0.82761566,129.2727411,0.258185783,0.30023324,0.459541667,0.540458333,0,0.2260625,0.064855381,0.05310174,0.098702571,0.120430816,0.809385938,1.679227752,1.993710586,0,0.465886822,5,1.446755771,1.436874181,1.327370687,0.424125508,-0.038201386,-0.038201386,0,-0.004962846,0.011132404,0.049082744,0.030807895,0.042494714,0.071685475,0.005124431,0.009104137,0,0.163498817,0,0.060088155,0.160181607,0.223370315,0.189212721,0
DASCMOP2_12,DASCMOP2,2,11,0,0.0005,0.147983333,0.003394722,0.46649195,0,0.68970784,0.214421451,0.308337788,-0.618688121,-0.431044063,-0.007319606,-0.382765805,0.000133333,0.000316667,0.000308333,0,0,0,0,0,0,0.433480066,11.63956667,10.91215177,51.4,1.15964025,3.679486119,7.884235412,5.181089889,10.58738093,5.406291046,0.660253834,-0.266609368,1.587117036,1.853726404,0.679537363,-0.151489579,5.220624859,0.82761566,129.2727411,0.245191003,0.379032876,0.475166667,0.524833333,0,0.219145833,0.064855381,0.05310174,0.105117299,0.128005437,0.809385938,1.838174379,2.168957813,0,0.465886822,5,1.435406275,1.429299265,1.319549978,0.422874905,-0.027909523,-0.027909523,0,-0.004949498,0.011132404,0.049082744,0.010082447,0.026159469,0.071685475,-0.007222912,-0.005799084,0,0.163498817,0,0.094570956,0.214739039,0.265646254,0.181878889,0
DASCMOP2_13,DASCMOP2,2,11,0,0.0005,0.147983333,0.003394722,0.462788132,0,0.68970784,0.212233662,0.307490449,-0.618688121,-0.406588216,-0.031901052,-0.388226984,3.33E-05,7.50E-05,0.000208333,0,0,0,0,0,0,0.431018641,11.63956667,10.91215177,51.4,1.15964025,3.679486119,7.884235412,5.181089889,10.58738093,5.406291046,0.660253834,-0.266609368,1.587117036,1.853726404,0.68859911,-0.09293055,4.830566807,0.82761566,129.2727411,0.23531715,0.416123542,0.479270833,0.520729167,0,0.216020833,0.064855381,0.05310174,0.106941626,0.130128742,0.809385938,1.890107774,2.227160148,0,0.465886822,5,1.435589829,1.428763781,1.318604746,0.422654764,-0.025931452,-0.025931452,0,-0.010753964,0.011132404,0.049082744,0.01198894,0.037844753,0.071685475,-0.006106068,0.000209241,0,0.163498817,0,0.071995587,0.182212804,0.245059713,0.178975504,0
DASCMOP2_14,DASCMOP2,2,11,0,0.0005,0.147983333,0.003394722,0.467621099,0,0.68970784,0.219469196,0.320223744,-0.618688121,-0.40639103,-0.031545946,-0.388757197,5.00E-05,0.00015,0.000275,0,0,0,0,0,0,0.407465037,11.63956667,10.91215177,51.4,1.15964025,3.679486119,7.884235412,5.181089889,10.58738093,5.406291046,0.660253834,-0.266609368,1.587117036,1.853726404,0.677990598,-0.124647001,5.072136038,0.82761566,129.2727411,0.236927339,0.421015177,0.481416667,0.518583333,0,0.215541667,0.064855381,0.05310174,0.10777338,0.1310368,0.809385938,1.904310528,2.243758984,0,0.465886822,5,1.434467123,1.427704728,1.316874218,0.422313879,-0.00740136,-0.00740136,0,-0.003281969,0.011132404,0.049082744,0.035370225,0.057968761,0.071685475,0.006379613,0.009732576,0,0.163498817,0,0.109300325,0.207907222,0.254751019,0.195398322,0
DASCMOP2_15,DASCMOP2,2,11,0,0.0005,0.147983333,0.003394722,0.479599585,0,0.68970784,0.209646088,0.304873876,-0.618688121,-0.403751308,-0.037209192,-0.394104372,5.83E-05,0.00015,0.000291667,0,0,0,0,0,0,0.404387355,11.63956667,10.91215177,51.4,1.15964025,3.679486119,7.884235412,5.181089889,10.58738093,5.406291046,0.660253834,-0.266609368,1.587117036,1.853726404,0.663256411,-0.13132939,5.1552555,0.82761566,129.2727411,0.241371405,0.437085409,0.482291667,0.517708333,0,0.214395833,0.064855381,0.05310174,0.10729648,0.130611784,0.809385938,1.900487849,2.240895996,0,0.465886822,5,1.432796762,1.426644459,1.317190631,0.422107682,0.002847393,0.002847393,0,0.009093249,0.011132404,0.049082744,0.019182788,0.02903058,0.071685475,0.009945699,0.00842807,0,0.163498817,0,0.102086054,0.21352623,0.25858184,0.178966267,0
